2013	['Alexandru Aleman', 'Sandra Pott', 'Maria Carmen Reguera']	31
2017	['A. Aleman', 'S. Pott', 'M. C. Reguera']	15
2000	['Palle E. T. Jorgensen']	11
2004	['A. Volberg', 'P. Yuditskii']	19
2016	['A. S. Serdyuk', 'T. A. Stepaniuk']	31
2013	['Omran Kouba']	6
2004	['Sundaram Thangavelu', 'Yuan Xu']	25
2005	['Pencho Petrushev', 'Yuan Xu']	17
2006	['Yuan Xu', 'Oleg Tischenko', 'Christoph Hoeschen']	25
2006	['George Kyriazis', 'Pencho Petrushev', 'Yuan Xu']	34
2018	['Peng Chen', 'Ji Li', 'Lesley A. Ward', 'Lixin Yan']	16
2013	['Dorin Dutkay', 'Gabriel Picioroaga']	18
2014	['Gogatishvili Amiran', 'Kopaliani Tengiz']	12
2004	['Palle E. T. Jorgensen']	29
2004	['Dorin Ervin Dutkay', 'Palle E. T. Jorgensen']	10
2002	['P. E. T. Jorgensen', 'D. W. Kribs']	32
2009	['E. Liflyand', 'R. Trigub']	34
2010	['Pablo L. De Nápoli', 'Irene Drelichman', 'Ricardo G. Durán']	22
2007	['Mirko Tarulli', 'J. Michael Wilson']	20
2004	['Dorin Ervin Dutkay', 'Palle E. T. Jorgensen']	44
2013	['Alberto Fiorenza', 'Amiran Gogatishvili', 'Tengiz Kopaliani']	10
2012	['Mujdat Agcayazi', 'Amiran Gogatishvili', 'Kerim Koca', 'Rza Chingiz Mustafayev']	13
2006	['Palle E. T. Jorgensen']	9
2008	['G. Kerkyacharian', 'P. Petrushev', 'D. Picard', 'Yuan Xu']	42
2018	['Firdous A. Shah', 'Azhar Y. Tantary']	13
2013	['Claudio Durastanti']	23
2009	['Rahul Garg', 'Sundaram Thangavelu']	22
2015	['Illya M. Karabash', 'Jürgen Prestin']	16
2009	['Marcin Bownik', 'Baode Li', 'Dachun Yang', 'Yuan Zhou']	62
2009	['Dachun Yang', 'Dongyong Yang', 'Yuan Zhou']	37
2009	['Dachun Yang', 'Yuan Zhou']	46
2011	['Dachun Yang', 'Sibei Yang']	80
2011	['Dachun Yang', 'Sibei Yang']	47
2018	['Long Huang', 'Jun Liu', 'Dachun Yang', 'Wen Yuan']	64
2019	['Yangyang Zhang', 'Songbai Wang', 'Dachun Yang', 'Wen Yuan']	72
2019	['Songbai Wang', 'Dachun Yang', 'Wen Yuan', 'Yangyang Zhang']	60
2016	['Javier Duoandikoetxea', 'Marcel Rosenthal']	28
2008	['Jean Bourgain', 'Laurent Clozel', 'Jean-Pierre Kahane']	19
2011	['Shunchao Long']	50
2013	['Moisés Soto-Bajo']	20
2019	['Andrei Caragea', 'Dae Gwan Lee', 'Friedrich Philipp', 'Felix Voigtlaender']	15
2013	['R. Lakshmi Lavanya', 'S. Thangavelu']	24
2010	['Tomasz Szarek']	30
2007	['Stefan Neuwirth']	25
2011	['Sergei Treil']	8
2018	['Stephan Fackler', 'Tuomas P. Hytönen', 'Nick Lindemulder']	31
2008	['Frederic Bernicot']	36
2015	['R. M. Trigub']	19
2007	['Bruce Anderson', 'J. Marshall Ash', 'Roger Jones', 'Daniel G. Rider', 'Bahman Saffari']	33
2013	['Vincent Chan', 'Izabella Laba', 'Malabika Pramanik']	46
2013	['Marc Carnovale']	17
2019	['Daniel Smania']	55
2015	['Anirudha Poria', 'Jitendriya Swain']	24
2013	['J. J. Betancor', 'A. J. Castro', 'L. Rodríguez-Mesa']	46
2009	['Karlheinz Groechenig']	16
2005	['F. Peherstorfer', 'A. Volberg', 'P. Yuditskii']	25
2014	['José M. Conde-Alonso', 'Luis Daniel López-Sánchez']	15
2018	['Jorge J. Betancor', 'Estefanía Dalmasso', 'Juan C. Fariña', 'Roberto Scotto']	23
2011	['Andrew D. Bailey']	11
2019	['Michel Weber']	37
2016	['Ferit Gurbuz']	16
2016	['Fatih Deringoz', 'Vagif S. Guliyev', 'Sabir G. Hasanov']	20
2017	['Ferit Gurbuz']	24
2017	['J. M. Sepulcre', 'T. Vidal']	16
2011	['Richard Oberlin']	3
2008	['Philippe Jaming']	24
2014	['Ha Duy Hung', 'Luong Dang Ky']	23
2002	['Palle E. T. Jorgensen']	32
2015	['El Houcein El Abdalaoui']	47
2014	['Peter G. Casazza']	24
2017	['Yu Guang Wang', 'Houying Zhu']	14
2002	['Mihail N. Kolountzakis', 'Szilard Gy. Revesz']	8
2015	['Mikko Kemppainen']	11
2011	['Hua Wang']	15
2016	['Mikko Kemppainen']	11
2018	['Odysseas Bakas', 'Salvador Rodriguez-Lopez', 'Alan Sola']	12
2011	['Tomasz Szarek']	12
2015	['Maria Vallarino']	94
2011	['Jacek Dziubański', 'Marcin Preisner', 'Błażej Wróbel']	16
2003	['Mihail N. Kolountzakis', 'Szilard Gy. Revesz']	19
2009	['Renjin Jiang', 'Dachun Yang']	39
2013	['The Anh Bui', 'Jun Cao', 'Luong Dang Ky', 'Dachun Yang', 'Sibei Yang']	60
2009	['Kamen Ivanov', 'Pencho Petrushev', 'Yuan Xu']	42
2003	['Dorin E. Dutkay', 'Palle E. T. Jorgensen']	47
2004	['Palle E. T. Jorgensen']	22
2004	['Dorin Ervin Dutkay', 'Palle E. T. Jorgensen']	20
2008	['Sean Olphert', 'Stephen C. Power']	35
2018	['Juhani Nissilä']	34
2014	['G. Mauceri', 'M. Spinelli']	49
2017	['P. L. Robinson']	3
2016	['Firdous A. Shah']	11
2015	['Anirudha Poria']	16
2019	['Leonid Slavin', 'Pavel Zatitskii']	11
2012	['Rahul Garg', 'Sundaram Thangavelu']	21
2016	['Vladimir Lebedev']	10
2006	['Steve Hofmann', 'Svitlana Mayboroda']	60
2007	['Frederic Bernicot', 'Jiman Zhao']	53
2009	['Frédéric Bernicot', 'Jiman Zhao']	23
2009	['Justin Feuto']	15
2009	['Pekka Koskela', 'Dachun Yang', 'Yuan Zhou']	25
2011	['Dachun Yang', 'Dongyong Yang']	22
2014	['David Cruz-Uribe']	59
2018	['Jean-Philippe Anker', 'Jacek Dziubański', 'Agnieszka Hejna']	50
2018	['Agnieszka Hejna']	26
2019	['José María Martell', 'Dorina Mitrea', 'Irina Mitrea', 'Marius Mitrea']	42
2018	['Galatia Cleanthous', 'Athanasios G. Georgiadis', 'Morten Nielsen']	13
2005	['Michael Christ', 'Andreas Seeger']	26
2018	['Jongchon Kim', 'Andreas Seeger']	37
2010	['Sergei Treil']	39
2010	['Marcin Preisner']	22
2011	['Jacek Dziubański', 'Marcin Preisner']	19
2009	['Jacek Dziubański', 'Marcin Preisner']	6
2014	['Michael Cwikel', 'Mario Milman', 'Richard Rochberg']	12
2009	['Bogdan Szal']	23
2005	['Michael T Lacey', 'Jason Metcalfe']	26
2008	['Frédéric Bernicot']	37
2014	['Steve Hofmann', 'Dorina Mitrea', 'Marius Mitrea', 'Andrew J. Morris']	9
2013	['J. J. Betancor', 'J. C. Fariña', 'A. Ssnabria']	20
2018	['Mariusz Mirek', 'Elias M. Stein', 'Pavel Zorin-Kranich']	38
2019	['Virginia Naibo', 'Alexander Thomson']	27
2019	['Shaoming Guo', 'Joris Roos', 'Andreas Seeger', 'Po-Lam Yung']	13
2014	['Sergo A. Episkoposian']	13
2013	['Karlheinz Gröchenig', 'Joaquim Ortega-Cerdà', 'José Luis Romero']	31
2019	['Andrei Caragea', 'Dae Gwan Lee', 'Friedrich Philipp', 'Felix Voigtlaender']	38
2010	['José Luis Romero']	31
2013	['Daniel Vera']	22
2019	['Daniel Smania']	33
2019	['Dimitri Bytchenkoff', 'Felix Voigtlaender']	67
2012	['Daniel Vera']	36
2011	['Richard Oberlin']	26
2000	['Palle E. T. Jorgensen']	12
2010	['Claudio Durastanti', 'Daryl Geller', 'Domenico Marinucci']	40
2010	['Juergen Mueller']	6
2019	['Colin C. Graham']	54
2017	['Hugo Aimar', 'Ivana Gómez']	11
2006	['Dan-Sheng Yu', 'Song-Ping Zhou']	17
2008	['Ioannis Parissis']	15
2010	['Hua Wang']	17
2012	['Vakhtang Kokilashvili', 'Alexander Meskhi', 'Humberto Rafeiro']	17
2013	['Vagif S. Guliyev', 'Fatih Deringoz']	22
2016	['Ferit Gurbuz']	30
2016	['Ferit Gurbuz']	15
2016	['Pu Zhang']	8
2017	['Wei Chen', 'Chunxiang Zhu']	21
2010	['Haibo Lin', 'Dachun Yang']	20
2012	['Justin Feuto']	14
2013	['Sayan Bagchi', 'Sundaram Thangavelu']	31
2016	['Ferit Gurbuz']	31
2011	['Michael T. Lacey', 'Eric T. Sawyer', 'Chun-Yen Shen', 'Ignacio Uriarte-Tuero']	24
2014	['Eiichi Nakai', 'Takuya Sobukawa']	43
2016	['David Cruz-Uribe', 'Virginia Naibo']	34
2016	['Hua Wang']	32
2016	['Hua Wang']	34
2016	['Ferit Gurbuz']	20
2013	['Vagif S. Guliyev', 'Elman J. Ibrahimov']	44
2018	['Vagif S. Guliyev', 'Fatih Deringoz']	28
2018	['Fatih Deringoz', 'Vagif S. Guliyev', 'Eiichi Nakai', 'Yoshihiro Sawano', 'Minglei Shi']	31
2019	['Pu Zhang', 'Zengyan Si', 'Jianglong Wu']	20
2019	['Suying Liu', 'Chao Zhang']	14
2013	['Bartosz Langowski']	18
2019	['Grigori A. Karagulyan']	9
2004	['Palle E. T. Jorgensen']	63
2004	['Dorin E. Dutkay', 'Palle E. T. Jorgensen']	41
2005	['Dorin Ervin Dutkay', 'Palle E. T. Jorgensen']	22
2013	['Henrik Stenlund']	12
2010	['Markus Haase']	32
2008	['Earl Berkson', 'Ciprian Demeter']	27
2019	['Victor Lie']	104
2016	['Robert M. Kesler']	17
2016	['Dorin Ervin Dutkay', 'Rajitha Ranasinghe']	22
2006	['Jean Bourgain', 'Gady Kozma']	19
2013	['K. S. Kazarian']	9
2019	['Firdous A. Shah', 'Azhar Y. Tantary']	14
2014	['Michel Weber']	33
2009	['Jacek Dziubański', 'Marcin Preisner']	14
2016	['Yu Guang Wang', 'Xiaosheng Zhuang']	29
2007	['Oliver Dragičević', 'Alexander Volberg']	44
2015	['Anton Baranov', 'Yurii Belov', 'Alexander Ulanovskii']	9
2011	['Hua Wang']	13
2006	['Rui-Jun Le', 'Song-Ping Zhou']	10
2006	['Dan-Sheng Yu', 'Song-Ping Zhou']	21
2006	['Rui-Jun Le', 'Song-Ping Zhou']	10
2006	['Song-Ping Zhou', 'Rui-Jun Le']	14
2006	['Rui-Jun Le', 'Song-Ping Zhou']	13
2015	['Jamel El Kamel', 'Khaled Mehrez']	13
2012	['E. Liflyand']	9
2012	['E. Liflyand']	7
2019	['Maciej Kucharski']	26
2017	['Fritz Gesztesy', 'Michael M. H. Pang']	14
2015	['Grady B. Wright', 'Mohsin Javed', 'Hadrien Montanelli', 'Lloyd N. Trefethen']	20
2009	['Debashish Bose', 'Shobha Madan', 'Parasar Mohanty', 'Saurabh Shrivastava']	13
2016	['Christophe Cuny', 'Michel Weber']	15
2000	['S. V. Astashkin']	26
2009	['Pascal Lefèvre', 'Daniel Li', 'Hervé Queffélec', 'Luis Rodriguez-Piazza']	31
2015	['Jun Cao', 'Luong Dang Ky', 'Dachun Yang']	24
2017	['Sergey Favorov']	10
2006	['Toka Diagana']	12
2013	['L. K. Vashisht']	4
2011	['Björn G. Walther']	11
2005	['Dorin E. Dutkay', 'Palle E. T. Jorgensen']	23
2012	['Ji Li', 'Jill Pipher', 'Lesley A. Ward']	33
2014	['Ciqiang Zhuo', 'Dachun Yang', 'Yiyu Liang']	30
2016	['Jun Liu', 'Dachun Yang', 'Wen Yuan']	40
2012	['Yiyu Liang', 'Jizheng Huang', 'Dachun Yang']	25
2013	['Yiyu Liang', 'Dachun Yang']	15
2015	['Dachun Yang', 'Ciqiang Zhuo', 'Eiichi Nakai']	24
2016	['Ciqiang Zhuo', 'Dachun Yang']	32
2016	['Jacek Dziubański', 'Marcin Preisner']	21
2017	['Jun Liu', 'Dachun Yang', 'Wen Yuan']	42
2017	['David Cruz-Uribe', 'Kabe Moen', 'Hanh Van Nguyen']	24
2018	['Jacek Dziubański', 'Agnieszka Hejna']	21
2019	['Fan Wang', 'Dachun Yang', 'Sibei Yang']	46
2019	['Jingsong Sun', 'Guangheng Xie', 'Dachun Yang']	38
2017	['Cristina Benea', 'Frédéric Bernicot']	38
2015	['The Anh Bui', 'Ji Li', 'Fu Ken Ly']	26
2018	['Xuan Thinh Duong', 'Ji Li', 'Yumeng Ou', 'Jill Pipher', 'Brett D. Wick']	33
2019	['Ziyi He', 'Dachun Yang', 'Wen Yuan']	61
2008	['G. Mauceri', 'S. Meda', 'M. Vallarino']	27
2009	['Dachun Yang', 'Dongyong Yang']	17
2015	['Yiyu Liang', 'Luong Dang Ky', 'Dachun Yang']	11
2016	['Huoxiong Wu', 'Dongyong Yang', 'Jing Zhang']	20
2015	['Huichi Huang']	12
2017	['E. Kowalski', 'W. Sawin']	26
2018	['Ana F. Loureiro', 'Kuan Xu']	29
2009	['Der-Chen Chang', 'Dachun Yang', 'Yuan Zhou']	29
2013	['Steve Hofmann', 'Dorina Mitrea', 'Marius Mitrea', 'Andrew J. Morris']	137
2013	['Jianglong Wu', 'Qingguo Liu']	13
2010	['Hua Wang']	31
2011	['Jun Cao', 'Dachun Yang', 'Sibei Yang']	15
2014	['Hua Zhu', 'Lin Tang']	54
2015	['Xuan Thinh Duong', 'Ji Li', 'Lixin Yan']	32
2016	['Jose M. Conde Alonso', 'Javier Parcet']	22
2003	['Aicke Hinrichs', 'Jörg Wenzel']	18
2014	['V. Almeida', 'J. J. Betancor', 'A. J. Castro', 'A. Sanabria', 'R. Scotto']	30
2014	['Bartosz Langowski']	21
2013	['Jorge J. Betancor', 'Alejandro J. Castro', 'Lourdes Rodriguez-Mesa']	46
2010	['Marius Junge', 'Tao Mei', 'Javier Parcet']	56
2016	['Cristina Benea', 'Camil Muscalu']	46
2019	['Joris Roos']	27
2015	['Alexander Kushpel']	4
2017	['Yurii Kolomoitsev']	-888
2004	['Palle E. T. Jorgensen']	29
2007	['Dmitriy Bilyk', 'Michael T Lacey', 'Armen Vagharshakyan']	10
2015	['e. H. el Abdalaoui', 'M. G. Nadkarni']	12
2014	['e. H. el Abdalaoui', 'M. G. Nadkarni']	13
2018	['Rafał Latała', 'Piotr Nayar', 'Tomasz Tkocz']	31
2015	['Lyonell Boulton', 'Houry Melkonian']	24
2011	['Carlos Cabrelli', 'Ursula Molter', 'José Luis Romero']	23
2016	['Jahangir Cheshmavar', 'Hartmut Führ']	31
2017	['Emil Solsbæk Ottosen', 'Morten Nielsen']	19
2019	['José Luis Romero', 'Jordy Timo van Velthoven', 'Felix Voigtlaender']	48
2012	['Daniel Vera']	30
2016	['A. G. Georgiadis', 'J. Johnsen', 'M. Nielsen']	25
2013	['Hüseyin Bor', 'Dansheng Yu', 'Ping Zhou']	11
2017	['Helmut Maier', 'Michael Th. Rassias']	17
2014	['Mariusz Mirek', 'Bartosz Trojan', 'Pavel Zorin-Kranich']	20
2004	['Izabella Laba', 'Malabika Pramanik']	35
2011	['Yurii Kolomoitsev']	18
2016	['Shaoming Guo', 'Changkeun Oh']	8
2017	['Heping Liu', 'Min Wang']	9
2016	['Boris Mityagin']	4
2008	['Craig Calcaterra', 'Axel Boldt']	16
2018	['Ziyi He', 'Liguang Liu', 'Dachun Yang', 'Wen Yuan']	80
2008	['Tuomas Hytönen', 'Lutz Weis']	14
2010	['Hua Wang']	32
2011	['Tuomas Hytönen', 'Carlos Pérez']	41
2011	['Vagif S. Guliyev', 'Javanshir J. Hasanov', 'Stefan G. Samko']	21
2012	['Michael T. Lacey', 'Antti V. Vähäkangas']	29
2014	['Vagif S. Guliyev', 'Fatih Deringoz']	23
2016	['Ferit Gurbuz']	30
2016	['Ferit Gurbuz']	27
2013	['Jonathan Poelhuis', 'Alberto Torchinsky']	53
2013	['Haibo Lin', 'Dachun Yang']	22
2014	['Tengiz Kopaliani', 'Nino Samashvili', 'Shalva Zviadadze']	13
2015	['Michael T. Lacey', 'Scott Spencer']	5
2015	['Feng Dai', 'Jun Liu', 'Dachun Yang', 'Wen Yuan']	29
2013	['Vagif S. Guliyev', 'Fatih Deringoz']	23
2017	['Hua Wang']	45
2018	['Vagif S. Guliyev', 'Javanshir J. Hasanov', 'Xayyam A. Badalov']	23
2019	['K. S. Kazarian']	12
2015	['Kathryn Hare', 'L. Thomas Ramsey']	7
2005	['Y. Kryakin']	6
2016	['Dmitry Gorbachev', 'Sergey Tikhonov']	9
2015	['Anton D. Baranov', 'Dmitry V. Yakubovich']	22
2019	['K. S. Kazarian']	20
2018	['Effie Papageorgiou']	17
2002	['Loukas Grafakos', 'Terence Tao', 'Erin Terwilleger']	16
2016	['S. M. Abrarov', 'B. M. Quine']	6
2016	['Paul Potgieter']	13
2014	['Yoshihiro Sawano', 'Hitoshi Tanaka']	13
2009	['Eugenia Malinnikova']	18
2004	['Kulwinder Kaur', 'S S Bhatia', 'Babu Ram']	8
2006	['Song-Ping Zhou', 'Ping Zhou', 'Dan-Sheng Yu']	21
2009	['Dachun Yang', 'Yuan Zhou']	25
2014	['Marcin Preisner']	16
2011	['Jun Cao', 'Dachun Yang']	39
2016	['Dachun Yang', 'Junqiang Zhang', 'Ciqiang Zhuo']	54
2017	['David Cruz-Uribe', 'José María Martell']	37
2018	['Kangwei Li', 'José María Martell', 'Sheldy Ombrosi']	40
2018	['Yangyang Zhang', 'Dachun Yang', 'Wen Yuan', 'Songbai Wang']	58
2018	['Ciqiang Zhuo', 'Dachun Yang']	35
2017	['Eric S. Weber']	8
2014	['Jun Cao', 'Der-Chen Chang', 'Dachun Yang', 'Sibei Yang']	38
2007	['Goetz E. Pfander']	17
2014	['Karlheinz Gröchenig']	10
2013	['L. K. Vashisht', 'Geetika Khattar']	10
2019	['Namig J. Guliyev']	7
2012	['Dmitri Finkelshtein']	23
2012	['Dmitri Finkelshtein']	24
2017	['Dimitris Vartziotis', 'Doris Bohnet']	15
2014	['Alexander V. Vasilyev', 'Vladimir B. Vasilyev']	9
2018	['Ziyi He', 'Yongsheng Han', 'Ji Li', 'Liguang Liu', 'Dachun Yang', 'Wen Yuan']	60
2010	['A. G. Ramm']	5
2008	['Victor Lie']	24
2007	['Ioannis Parissis']	11
2014	['Michał Strzelecki']	10
2005	['Gady Kozma']	20
2017	['Felix Voigtlaender', 'Anne Pein']	101
2006	['N. K. Smolentsev', 'P. N. Podkur']	19
2007	['Ilya A. Krishtal', 'Kasso A. Okoudjou']	12
2007	['P. N. Podkur', 'N. K. Smolentsev']	15
2016	['Víctor Almeida', 'Jorge J. Betancor', 'Lourdes Rodríguez-Mesa']	11
2012	['E. Liflyand']	10
2018	['Duván Cardona']	8
2015	['J. C. Guella', 'V. A. Menegatto', 'Ana P. Peron']	14
2007	['Shlomo Engelberg', 'Eitan Tadmor']	16
2015	['Sergo A. Episkoposian']	16
2012	['Bartosz Langowski']	30
2014	['Paata Ivanisvili']	5
2006	['Yun-Su Kim']	12
2006	['Yun-Su Kim']	9
2009	['Gruia Arsu']	61
2017	['Tomoya Kato', 'Naohito Tomita']	8
2018	['Bae Jun Park']	19
2016	['S. V. Ludkowski']	19
2018	['Ilona Iglewska-Nowak']	22
2000	['Branko Saric']	18
2008	['Adam Nowak', 'Peter Sjögren']	24
2017	['Viktor Kolyada']	42
2012	['Alexander Volberg']	16
2012	['el Houcein el Abdalaoui']	19
2013	['e. H. el Abdalaoui', 'M. G. Nadkarni']	30
2014	['E. H. El Abdalaoui', 'M. G. Nadkarni']	10
2015	['Jun Liu', 'Dachun Yang', 'Wen Yuan']	68
1999	['Ola Bratteli', 'Palle E. T. Jorgensen']	38
2019	['Evan Camrud']	14
2006	['Pekka Koskela', 'Eero Saksman']	17
2010	['Hua Wang']	11
2019	['Shuichi Sato']	22
2016	['Ferit Gurbuz']	9
2013	['Joonil Kim']	94
2009	['Mate Matolcsi', 'Carlos Vinuesa']	15
2013	['Gabriele Bianchi', 'Michael Kelly']	11
2014	['Michael Kelly']	21
2013	['G. Gát', 'U. Goginava', 'G. Karagulyan']	6
2016	['Muharem Avdispahić', 'Zenan Šabanac']	15
2013	['Jamel El Kamel', 'Khaled Mehrez']	18
2007	['Feng Dai', 'Yuan Xu']	33
2016	['Dorin Ervin Dutkay', 'Chun_Kit Lai', 'Yang Wang']	24
2010	['Vjekoslav Kovač']	21
2010	['Rodrigo Bañuelos', 'Adam Bielaszewski', 'Krzysztof Bogdan']	22
2013	['Wei Dai', 'Guozhen Lu']	25
2015	['Polona Durcik']	15
2008	['Nir Lev']	60
2014	['Nikolai Dokuchaev']	10
2018	['Mohammed El Kassimi', 'Mustapha Boujeddaine', 'Said Fahlaoui']	12
2018	['Paweł Plewa']	15
2019	['Paweł Plewa']	12
2010	['Frederic Bernicot', 'Saurabh Shrivastava']	27
2017	['Hélder Lima']	18
2018	['Mohammed El Kassimi', 'Said Fahlaoui']	9
2013	['F. Dai', 'Y. Xu']	26
2015	['Han Feng']	11
2011	['Miloš Arsenović', 'Romi F. Shamoyan']	15
2012	['Alexandru Aleman', 'Jan-Fredrik Olsen', 'Eero Saksman']	9
2017	['Loukas Grafakos', 'Shohei Nakamura', 'Hanh Van Nguyen', 'Yoshihiro Sawano']	27
2019	['Alexandre Kawano']	11
2012	['Farman Mamedov']	15
2011	['Leonid Slavin', 'Vasily Vasyunin']	42
2019	['Daniel Smania']	45
2018	['Yu. Kolomoitsev', 'E. Liflyand']	13
2008	['Emanuel Carneiro']	14
2010	['Richard Kowar', 'Otmar Scherzer']	45
2019	['D. V. Gorbachev', 'V. I. Ivanov', 'S. Yu. Tikhonov']	30
2018	['Mario H. Castro', 'Eugenio Massa', 'Ana Paula Peron']	22
2009	['Sergey Sadov']	9
2008	['Stevan Pilipović', 'Diana T. Stoeva']	18
2009	['Dachun Yang', 'Dongyong Yang', 'Yuan Zhou']	35
2016	['Alex Amenta', 'Pascal Auscher']	155
2017	['Błażej Wróbel']	27
2019	['Silvius Klein', 'Xiao-Chuan Liu', 'Aline Melo']	21
2013	['Ole Christensen']	27
2002	['P. Mohanty', 'S. Madan']	20
2016	['Pablo Shmerkin', 'Ville Suomala']	28
2016	['Fritz Gesztesy', 'Michael Pang']	43
2013	['Jun Cao', 'Der-Chen Chang', 'Huoxiong Wu', 'Dachun Yang']	46
2014	['Xing Fu', 'Haibo Lin', 'Dachun Yang', 'Dongyong Yang']	82
2016	['José María Martell', 'Dorina Mitrea', 'Irina Mitrea', 'Marius Mitrea']	115
1997	['Stephen J. Montgomery-Smith']	15
2013	['Damien Kreit', 'Samuel Nicolay']	18
2007	['Atanas Stefanov']	28
2007	['Gustavo Garrigos', 'Andreas Seeger']	37
2018	['Vladimir Lebedev', 'Alexander Olevskii']	17
2008	['A. Volberg', 'P. Yuditskii']	16
2008	['Sergei Treil']	14
2010	['Debashish Bose', 'Shobha Madan']	19
2016	['Hiroki Saito', 'Hitoshi Tanaka']	12
2007	['S. Zubin Gautam']	14
2008	['Shahaf Nitzan-Hahamov', 'Alexander Olevskii']	10
2018	['A. Caragea', 'D. Lee', 'G. E. Pfander', 'F. Philipp']	19
2019	['Shah Jahan']	14
2007	['Jeremy J. Carroll']	47
2015	['Alexandre Almeida', 'António Caetano']	27
2007	['Karlheinz Gröchenig', 'Richard F. Bass']	22
2005	"[""Aime' Fournier""]"	7
2011	['Daniel Reem']	1
2016	['Felix Voigtlaender']	139
2008	['Kamen Ivanov', 'Pencho Petrushev', 'Yuan Xu']	34
2019	['Prasadini Mahapatra', 'Divya Singh']	25
2005	['Dorin Ervin Dutkay', 'Palle E. T. Jorgensen']	13
2007	['Mitsuru Sugimoto', 'Naohito Tomita']	8
2013	['Hua Wang', 'Wentan Yi']	21
2013	['Hitoshi Tanaka']	9
2014	['Jianglong Wu']	11
2019	['Pavel Mozolyako', 'Georgios Psaromiligkos', 'Alexander Volberg']	16
2014	['Paul F. X. Müller', 'Stefan Mueller']	25
2011	['Wolfgang Erb']	26
2015	['Krzysztof Duzinkiewicz', 'Bogdan Szal']	20
2018	['Keaton Hamm', 'Ben Hayes', 'Armenak Petrosyan']	25
2019	['Hicham Banouh', 'Anouar Ben Mabrouk', 'Mohamed Kesri']	12
2017	['R. M. Trigub']	14
2016	['Roman Veprintsev']	6
2019	['J. F. van Diejen', 'E. Emsiz']	14
2014	['Carnot D. Kenfack', 'Benoît F. Sehba']	14
2004	['Andrei K. Lerner']	6
2005	['Liu Lanzhe']	23
2007	['Xiaochun Li']	37
2008	['Xiaochun Li']	35
